E1,E2,E3,E4,E5,E6,S1,S2,S3,S4,S5,
100,99,99,92,96,99,93.87907,93.87907,93.87907,93.87907,105.30253,
99,99,99,92,95,99,93.87907,93.87907,93.87907,93.87907,104.8232,
99,99,99,92,95,99,93.87907,93.87907,93.87907,93.87907,105.19172,
99,99,99,91,95,99,93.87907,93.87907,93.87907,93.87907,104.932014,
100,100,100,92,94,99,93.87907,93.87907,93.87907,93.87907,104.932014,
99,99,99,91,95,99,93.87907,93.87907,93.87907,93.87907,104.42489,
100,100,100,92,94,99,93.87907,93.87907,93.87907,93.87907,105.48667,
99,99,99,94,95,99,93.87907,93.87907,93.87907,93.87907,105.86399,
100,100,100,92,94,98,93.87907,93.87907,93.87907,93.87907,105.826035,
100,100,100,92,94,98,93.87907,93.87907,93.87907,93.87907,105.977936,
99,99,99,93,94,99,93.87907,93.87907,93.87907,93.87907,105.826035,
99,99,99,92,94,99,93.87907,93.87907,93.87907,93.87907,106.47717,
99,88,97,91,87,97,93.87907,93.87907,93.87907,93.87907,147.69814,
99,87,97,92,88,98,93.87907,93.87907,93.87907,93.87907,148.58537,
99,89,97,92,88,98,93.87907,93.87907,93.87907,93.87907,148.38824,
100,88,96,92,88,98,93.87907,93.87907,93.87907,93.87907,148.188,
100,90,98,92,88,97,93.87907,93.87907,93.87907,93.87907,148.88153,
99,89,98,93,89,99,93.87907,93.87907,93.87907,93.87907,148.38824,
99,89,97,92,88,98,93.87907,93.87907,93.87907,93.87907,148.38824,
99,88,97,92,88,98,93.87907,93.87907,93.87907,93.87907,149.08272,
99,86,97,93,88,98,93.87907,93.87907,93.87907,93.87907,149.98857,
100,90,98,92,88,98,93.87907,93.87907,93.87907,93.87907,149.88562,
99,89,98,92,88,98,93.87907,93.87907,93.87907,93.87907,149.98857,
99,89,97,92,88,97,93.87907,93.87907,93.87907,93.87907,149.48248,
99,83,97,92,84,96,93.87907,93.87907,93.87907,93.87907,204.18433,
99,83,95,93,85,97,93.87907,93.87907,93.87907,93.87907,203.99124,
99,83,96,91,84,97,93.87907,93.87907,93.87907,93.87907,201.31035,
99,83,96,93,85,98,93.87907,93.87907,93.87907,93.87907,201.68698,
99,83,96,92,84,96,93.87907,93.87907,93.87907,93.87907,203.6041,
99,83,96,93,85,97,93.87907,93.87907,93.87907,93.87907,205.35759,
100,84,97,93,84,97,93.87907,93.87907,93.87907,93.87907,204.57103,
100,84,97,91,84,96,93.87907,93.87907,93.87907,93.87907,206.14404,
98,83,96,93,85,98,93.87907,93.87907,93.87907,93.87907,204.96315,
99,83,96,92,84,97,93.87907,93.87907,93.87907,93.87907,207.13884,
99,83,96,92,85,98,93.87907,93.87907,93.87907,93.87907,204.18433,
99,83,97,92,84,97,93.87907,93.87907,93.87907,93.87907,204.57103,
100,81,95,93,84,98,93.87907,93.87907,93.87907,93.87907,256.8422,
100,83,97,92,84,97,93.87907,93.87907,93.87907,93.87907,255.95216,
99,81,96,92,83,97,93.87907,93.87907,93.87907,93.87907,255.65161,
99,82,96,92,83,97,93.87907,93.87907,93.87907,93.87907,254.47624,
100,81,96,93,84,97,93.87907,93.87907,93.87907,93.87907,252.72716,
100,82,97,92,84,97,93.87907,93.87907,93.87907,93.87907,256.8422,
99,82,96,92,84,97,93.87907,93.87907,93.87907,93.87907,255.35532,
100,82,96,93,84,98,93.87907,93.87907,93.87907,93.87907,253.01656,
99,82,96,92,84,97,93.87907,93.87907,93.87907,93.87907,253.88864,
99,82,96,92,83,97,93.87907,93.87907,93.87907,93.87907,253.88864,
99,82,96,92,83,97,93.87907,93.87907,93.87907,93.87907,249.85904,
100,83,96,93,84,98,93.87907,93.87907,93.87907,93.87907,251.57098,
99,75,65,87,79,96,93.87907,93.87907,93.87907,93.87907,308.81262,
100,75,65,88,80,97,93.87907,93.87907,93.87907,93.87907,307.1748,
99,74,64,87,79,96,93.87907,93.87907,93.87907,93.87907,307.99146,
100,74,64,88,80,96,93.87907,93.87907,93.87907,93.87907,307.99146,
99,75,65,88,80,96,93.87907,93.87907,93.87907,93.87907,307.1748,
100,75,65,87,80,97,93.87907,93.87907,93.87907,93.87907,305.95392,
100,76,66,88,80,97,93.87907,93.87907,93.87907,93.87907,305.145,
99,75,65,88,79,96,93.87907,93.87907,93.87907,93.87907,304.74017,
99,75,66,87,79,96,93.87907,93.87907,93.87907,93.87907,303.93448,
99,75,66,88,80,96,93.87907,93.87907,93.87907,93.87907,303.5359,
99,75,67,87,80,96,93.87907,93.87907,93.87907,93.87907,303.5359,
99,75,66,87,79,96,93.87907,93.87907,93.87907,93.87907,303.5359,
100,74,62,88,82,96,93.87907,93.87907,93.87907,93.87907,353.63968,
100,74,64,87,82,97,93.87907,93.87907,93.87907,93.87907,354.67725,
99,73,63,87,82,97,93.87907,93.87907,93.87907,93.87907,352.60782,
99,74,63,87,82,97,93.87907,93.87907,93.87907,93.87907,354.15536,
100,75,64,87,82,96,93.87907,93.87907,93.87907,93.87907,348.02155,
100,73,63,88,82,97,93.87907,93.87907,93.87907,93.87907,354.15536,
99,74,63,87,82,97,93.87907,93.87907,93.87907,93.87907,357.28995,
99,74,63,87,82,97,93.87907,93.87907,93.87907,93.87907,356.76697,
100,74,63,88,83,97,93.87907,93.87907,93.87907,93.87907,358.34918,
99,74,63,88,81,96,93.87907,93.87907,93.87907,93.87907,360.47705,
99,73,63,88,82,96,93.87907,93.87907,93.87907,93.87907,359.41153,
99,73,63,88,83,96,93.87907,93.87907,93.87907,93.87907,357.28995,
99,73,62,87,82,97,93.87907,93.87907,93.87907,93.87907,400.6865,
99,73,62,87,82,97,93.87907,93.87907,93.87907,93.87907,400.6865,
100,74,62,87,82,97,93.87907,93.87907,93.87907,93.87907,400.6865,
99,73,61,87,82,97,93.87907,93.87907,93.87907,93.87907,398.16025,
100,74,62,87,83,97,93.87907,93.87907,93.87907,93.87907,399.4229,
99,73,61,87,83,97,93.87907,93.87907,93.87907,93.87907,398.7926,
