E1,E2,E3,E4,E5,E6,S1,S2,S3,S4,S5,
93,88,85,93,95,93,93.87907,93.87907,93.87907,93.87907,100.24607,
92,88,87,95,96,95,93.87907,93.87907,93.87907,93.87907,99.40753,
87,88,85,93,95,95,93.87907,93.87907,93.87907,93.87907,99.61404,
91,85,85,93,95,96,93.87907,93.87907,93.87907,93.87907,100.09322,
91,85,81,95,96,96,93.87907,93.87907,93.87907,93.87907,100.24607,
93,87,85,94,97,99,93.87907,93.87907,93.87907,93.87907,100.52025,
93,87,84,93,95,98,93.87907,93.87907,93.87907,93.87907,100.09322,
92,87,85,93,98,96,93.87907,93.87907,93.87907,93.87907,100.769806,
92,89,85,94,95,95,93.87907,93.87907,93.87907,93.87907,100.58392,
90,88,86,91,95,95,93.87907,93.87907,93.87907,93.87907,100.368515,
91,84,85,94,95,96,93.87907,93.87907,93.87907,93.87907,100.614624,
92,87,85,95,96,96,93.87907,93.87907,93.87907,93.87907,100.80133,
82,85,72,92,98,76,93.87907,93.87907,93.87907,93.87907,159.0905,
81,86,72,91,95,75,93.87907,93.87907,93.87907,93.87907,158.51381,
81,86,72,92,95,75,93.87907,93.87907,93.87907,93.87907,158.97766,
81,85,74,92,95,75,93.87907,93.87907,93.87907,93.87907,159.32372,
82,85,73,93,99,77,93.87907,93.87907,93.87907,93.87907,161.08867,
82,84,72,92,96,77,93.87907,93.87907,93.87907,93.87907,162.65338,
82,86,74,92,95,76,93.87907,93.87907,93.87907,93.87907,163.01862,
82,85,72,91,96,75,93.87907,93.87907,93.87907,93.87907,162.53056,
81,86,72,93,95,76,93.87907,93.87907,93.87907,93.87907,160.49615,
81,85,70,92,95,76,93.87907,93.87907,93.87907,93.87907,159.20708,
82,86,72,92,95,72,93.87907,93.87907,93.87907,93.87907,159.78874,
78,85,72,91,94,76,93.87907,93.87907,93.87907,93.87907,158.05733,
78,85,69,91,95,72,93.87907,93.87907,93.87907,93.87907,204.96315,
78,85,69,91,98,73,93.87907,93.87907,93.87907,93.87907,205.35759,
77,90,71,94,96,76,93.87907,93.87907,93.87907,93.87907,205.74965,
79,85,68,90,95,75,93.87907,93.87907,93.87907,93.87907,206.14404,
79,85,68,91,98,73,93.87907,93.87907,93.87907,93.87907,206.54233,
78,85,68,91,94,71,93.87907,93.87907,93.87907,93.87907,205.74965,
78,84,68,89,90,71,93.87907,93.87907,93.87907,93.87907,205.55196,
77,84,68,91,95,72,93.87907,93.87907,93.87907,93.87907,205.74965,
78,83,69,91,96,72,93.87907,93.87907,93.87907,93.87907,205.55196,
78,84,69,91,99,74,93.87907,93.87907,93.87907,93.87907,206.3423,
78,85,68,91,94,72,93.87907,93.87907,93.87907,93.87907,206.54233,
79,85,70,91,96,73,93.87907,93.87907,93.87907,93.87907,206.14404,
75,84,65,91,95,70,93.87907,93.87907,93.87907,93.87907,249.57326,
79,84,65,90,95,69,93.87907,93.87907,93.87907,93.87907,255.95216,
76,84,64,89,95,70,93.87907,93.87907,93.87907,93.87907,258.33777,
76,84,65,90,95,70,93.87907,93.87907,93.87907,93.87907,258.94553,
76,83,64,93,97,71,93.87907,93.87907,93.87907,93.87907,260.76947,
76,84,65,94,95,70,93.87907,93.87907,93.87907,93.87907,263.55765,
76,83,66,90,95,70,93.87907,93.87907,93.87907,93.87907,265.75653,
76,84,65,94,96,71,93.87907,93.87907,93.87907,93.87907,268.961,
75,85,64,91,96,70,93.87907,93.87907,93.87907,93.87907,269.93747,
