E1,E2,E3,E4,E5,E6,S1,S2,S3,S4,S5,
96,89,79,93,96,95,93.87907,93.87907,93.87907,93.87907,97.413445,
96,87,79,92,94,95,93.87907,93.87907,93.87907,93.87907,98.51436,
92,87,78,92,94,93,93.87907,93.87907,93.87907,93.87907,99.61404,
96,88,79,93,95,95,93.87907,93.87907,93.87907,93.87907,98.99883,
96,88,79,92,92,95,93.87907,93.87907,93.87907,93.87907,99.08649,
96,87,79,92,95,95,93.87907,93.87907,93.87907,93.87907,99.67258,
95,88,79,92,95,94,93.87907,93.87907,93.87907,93.87907,99.55478,
95,88,79,93,96,95,93.87907,93.87907,93.87907,93.87907,99.94366,
97,91,79,93,96,95,93.87907,93.87907,93.87907,93.87907,100.09322,
95,89,80,93,96,94,93.87907,93.87907,93.87907,93.87907,99.85297,
96,88,81,93,94,94,93.87907,93.87907,93.87907,93.87907,100.55323,
96,92,81,93,96,96,93.87907,93.87907,93.87907,93.87907,99.64292,
95,87,76,92,95,94,93.87907,93.87907,93.87907,93.87907,151.31956,
96,88,77,93,95,95,93.87907,93.87907,93.87907,93.87907,150.49751,
97,89,77,93,96,95,93.87907,93.87907,93.87907,93.87907,152.99585,
95,88,78,96,96,94,93.87907,93.87907,93.87907,93.87907,147.40433,
95,89,77,92,95,95,93.87907,93.87907,93.87907,93.87907,147.50446,
96,87,77,91,91,96,93.87907,93.87907,93.87907,93.87907,150.29327,
96,87,77,92,95,95,93.87907,93.87907,93.87907,93.87907,148.28752,
95,88,77,94,95,95,93.87907,93.87907,93.87907,93.87907,148.38824,
95,84,76,91,95,94,93.87907,93.87907,93.87907,93.87907,150.29327,
95,89,77,93,95,95,93.87907,93.87907,93.87907,93.87907,152.78471,
98,88,77,92,95,96,93.87907,93.87907,93.87907,93.87907,149.98857,
95,88,76,91,95,94,93.87907,93.87907,93.87907,93.87907,151.83766,
79,84,70,90,94,94,93.87907,93.87907,93.87907,93.87907,200.5561,
76,84,69,89,95,95,93.87907,93.87907,93.87907,93.87907,199.99382,
76,70,62,88,94,96,93.87907,93.87907,93.87907,93.87907,201.31035,
74,67,59,82,94,94,93.87907,93.87907,93.87907,93.87907,201.11998,
75,68,62,88,96,95,93.87907,93.87907,93.87907,93.87907,201.31035,
74,69,62,89,98,96,93.87907,93.87907,93.87907,93.87907,202.25867,
74,70,63,89,95,96,93.87907,93.87907,93.87907,93.87907,203.0255,
76,83,68,92,95,95,93.87907,93.87907,93.87907,93.87907,202.44856,
76,83,68,89,95,94,93.87907,93.87907,93.87907,93.87907,202.44856,
73,83,69,91,95,96,93.87907,93.87907,93.87907,93.87907,203.21767,
74,84,68,89,95,96,93.87907,93.87907,93.87907,93.87907,203.0255,
74,68,61,88,94,94,93.87907,93.87907,93.87907,93.87907,203.6041,
64,56,46,59,89,94,93.87907,93.87907,93.87907,93.87907,258.64343,
63,55,46,59,93,95,93.87907,93.87907,93.87907,93.87907,254.47624,
62,55,45,59,89,94,93.87907,93.87907,93.87907,93.87907,252.43617,
60,54,45,58,89,94,93.87907,93.87907,93.87907,93.87907,252.43617,
62,54,45,56,91,95,93.87907,93.87907,93.87907,93.87907,248.44669,
62,54,44,56,89,94,93.87907,93.87907,93.87907,93.87907,249.57326,
61,55,45,57,90,94,93.87907,93.87907,93.87907,93.87907,253.88864,
61,55,44,56,89,94,93.87907,93.87907,93.87907,93.87907,253.59825,
61,56,45,57,89,95,93.87907,93.87907,93.87907,93.87907,256.8422,
62,55,45,60,90,94,93.87907,93.87907,93.87907,93.87907,256.8422,
62,55,45,57,89,94,93.87907,93.87907,93.87907,93.87907,256.8422,
62,54,43,56,89,94,93.87907,93.87907,93.87907,93.87907,258.33777,
62,49,43,54,89,94,93.87907,93.87907,93.87907,93.87907,312.1383,
60,49,43,53,88,95,93.87907,93.87907,93.87907,93.87907,309.22757,
59,49,44,54,91,94,93.87907,93.87907,93.87907,93.87907,299.19272,
59,49,43,54,88,93,93.87907,93.87907,93.87907,93.87907,298.80038,
60,49,44,54,91,95,93.87907,93.87907,93.87907,93.87907,297.25195,
59,49,44,53,89,94,93.87907,93.87907,93.87907,93.87907,295.33276,
59,49,44,56,89,93,93.87907,93.87907,93.87907,93.87907,296.48413,
60,49,44,53,89,94,93.87907,93.87907,93.87907,93.87907,296.86667,
59,48,44,56,89,94,93.87907,93.87907,93.87907,93.87907,296.09985,
59,49,43,53,88,94,93.87907,93.87907,93.87907,93.87907,298.41534,
59,49,44,54,89,93,93.87907,93.87907,93.87907,93.87907,298.41534,
58,49,44,53,88,93,93.87907,93.87907,93.87907,93.87907,297.25195,
58,47,43,52,88,95,93.87907,93.87907,93.87907,93.87907,295.33276,
59,47,46,53,89,94,93.87907,93.87907,93.87907,93.87907,298.02402,
58,47,44,52,88,94,93.87907,93.87907,93.87907,93.87907,300.75815,
