E1,E2,E3,E4,E5,E6,S1,S2,S3,S4,S5,
96,87,82,92,94,92,93.87907,93.87907,93.87907,93.87907,103.02264,
97,87,86,89,97,95,93.87907,93.87907,93.87907,93.87907,102.448105,
97,91,85,90,96,96,93.87907,93.87907,93.87907,93.87907,102.54977,
96,87,78,92,96,93,93.87907,93.87907,93.87907,93.87907,102.414505,
96,91,81,93,96,92,93.87907,93.87907,93.87907,93.87907,102.71655,
98,89,86,94,96,93,93.87907,93.87907,93.87907,93.87907,102.75025,
96,88,82,92,90,93,93.87907,93.87907,93.87907,93.87907,102.68286,
98,88,82,92,95,95,93.87907,93.87907,93.87907,93.87907,102.54977,
97,89,82,93,95,93,93.87907,93.87907,93.87907,93.87907,102.71655,
96,88,85,95,96,93,93.87907,93.87907,93.87907,93.87907,99.67258,
96,88,81,92,95,92,93.87907,93.87907,93.87907,93.87907,98.402435,
97,89,85,93,96,93,93.87907,93.87907,93.87907,93.87907,98.97013,
97,88,80,92,92,90,93.87907,93.87907,93.87907,93.87907,156.81175,
96,91,79,92,96,91,93.87907,93.87907,93.87907,93.87907,156.81175,
97,88,80,91,95,90,93.87907,93.87907,93.87907,93.87907,156.03128,
96,88,79,93,95,90,93.87907,93.87907,93.87907,93.87907,155.70068,
97,89,80,95,96,90,93.87907,93.87907,93.87907,93.87907,153.84915,
97,89,80,91,95,90,93.87907,93.87907,93.87907,93.87907,153.31483,
97,89,80,92,95,90,93.87907,93.87907,93.87907,93.87907,153.31483,
98,88,79,93,95,86,93.87907,93.87907,93.87907,93.87907,153.74121,
96,87,80,94,96,91,93.87907,93.87907,93.87907,93.87907,154.93164,
97,86,77,93,96,88,93.87907,93.87907,93.87907,93.87907,154.93164,
98,88,81,97,96,90,93.87907,93.87907,93.87907,93.87907,155.58907,
97,88,80,93,95,90,93.87907,93.87907,93.87907,93.87907,155.58907,
98,88,73,66,91,90,93.87907,93.87907,93.87907,93.87907,204.37914,
96,87,74,66,91,90,93.87907,93.87907,93.87907,93.87907,201.4978,
95,87,72,64,91,89,93.87907,93.87907,93.87907,93.87907,202.25867,
96,87,69,63,91,90,93.87907,93.87907,93.87907,93.87907,202.44856,
98,87,70,61,89,88,93.87907,93.87907,93.87907,93.87907,203.7968,
97,87,69,58,90,90,93.87907,93.87907,93.87907,93.87907,203.21767,
96,87,70,61,90,91,93.87907,93.87907,93.87907,93.87907,203.99124,
96,88,71,60,93,92,93.87907,93.87907,93.87907,93.87907,204.37914,
96,88,71,62,93,91,93.87907,93.87907,93.87907,93.87907,204.57103,
96,87,70,63,91,90,93.87907,93.87907,93.87907,93.87907,204.57103,
95,87,71,62,90,90,93.87907,93.87907,93.87907,93.87907,204.96315,
96,87,71,60,87,91,93.87907,93.87907,93.87907,93.87907,206.54233,
97,86,69,56,91,93,93.87907,93.87907,93.87907,93.87907,255.65161,
97,86,68,56,89,91,93.87907,93.87907,93.87907,93.87907,253.59825,
97,87,68,56,89,88,93.87907,93.87907,93.87907,93.87907,255.0613,
96,87,68,56,89,88,93.87907,93.87907,93.87907,93.87907,253.30434,
96,88,68,56,90,89,93.87907,93.87907,93.87907,93.87907,252.14937,
97,88,68,56,90,89,93.87907,93.87907,93.87907,93.87907,249.57326,
97,87,69,57,90,90,93.87907,93.87907,93.87907,93.87907,249.57326,
96,87,68,56,91,90,93.87907,93.87907,93.87907,93.87907,246.49445,
96,87,70,57,89,89,93.87907,93.87907,93.87907,93.87907,244.57248,
