E1,E2,E3,E4,E5,E6,S1,S2,S3,S4,S5,
81,85,91,76,93,81,93.87907,93.87907,93.87907,93.87907,104.24499,
84,85,95,78,94,81,93.87907,93.87907,93.87907,93.87907,104.351616,
82,86,95,75,91,82,93.87907,93.87907,93.87907,93.87907,104.74885,
82,86,94,75,91,80,93.87907,93.87907,93.87907,93.87907,105.37566,
82,86,95,75,92,80,93.87907,93.87907,93.87907,93.87907,105.37566,
83,81,94,75,89,80,93.87907,93.87907,93.87907,93.87907,105.00569,
83,86,96,77,92,81,93.87907,93.87907,93.87907,93.87907,104.49502,
85,88,96,76,93,80,93.87907,93.87907,93.87907,93.87907,105.30253,
85,86,95,74,91,79,93.87907,93.87907,93.87907,93.87907,105.48667,
83,83,94,74,92,80,93.87907,93.87907,93.87907,93.87907,105.41346,
82,89,96,75,92,81,93.87907,93.87907,93.87907,93.87907,105.44965,
81,85,97,76,92,80,93.87907,93.87907,93.87907,93.87907,104.895996,
80,69,91,68,90,77,93.87907,93.87907,93.87907,93.87907,154.27936,
80,67,91,68,89,75,93.87907,93.87907,93.87907,93.87907,154.0641,
80,70,92,68,91,76,93.87907,93.87907,93.87907,93.87907,153.95718,
79,67,91,68,90,75,93.87907,93.87907,93.87907,93.87907,154.0641,
80,64,91,68,91,75,93.87907,93.87907,93.87907,93.87907,154.49727,
79,73,93,69,92,75,93.87907,93.87907,93.87907,93.87907,154.27936,
79,63,91,67,90,75,93.87907,93.87907,93.87907,93.87907,154.82057,
79,70,93,68,92,76,93.87907,93.87907,93.87907,93.87907,155.04161,
79,61,91,68,88,75,93.87907,93.87907,93.87907,93.87907,155.70068,
79,67,93,67,91,75,93.87907,93.87907,93.87907,93.87907,155.14929,
79,68,91,67,90,74,93.87907,93.87907,93.87907,93.87907,156.03128,
79,66,92,67,91,75,93.87907,93.87907,93.87907,93.87907,155.04161,
77,55,90,64,90,73,93.87907,93.87907,93.87907,93.87907,208.1432,
77,55,89,63,90,73,93.87907,93.87907,93.87907,93.87907,209.76929,
77,56,89,64,94,74,93.87907,93.87907,93.87907,93.87907,209.56453,
76,58,89,63,90,73,93.87907,93.87907,93.87907,93.87907,210.5903,
76,56,90,65,92,73,93.87907,93.87907,93.87907,93.87907,210.38315,
76,55,89,64,94,74,93.87907,93.87907,93.87907,93.87907,210.79605,
76,58,89,63,89,73,93.87907,93.87907,93.87907,93.87907,210.79605,
78,55,89,63,91,75,93.87907,93.87907,93.87907,93.87907,210.79605,
75,55,89,63,89,72,93.87907,93.87907,93.87907,93.87907,211.2114,
76,55,86,64,90,72,93.87907,93.87907,93.87907,93.87907,210.79605,
73,55,88,62,89,73,93.87907,93.87907,93.87907,93.87907,210.79605,
74,55,91,65,90,73,93.87907,93.87907,93.87907,93.87907,211.00362,
74,53,90,62,90,72,93.87907,93.87907,93.87907,93.87907,262.3139,
74,53,88,61,90,72,93.87907,93.87907,93.87907,93.87907,258.94553,
73,55,89,62,90,72,93.87907,93.87907,93.87907,93.87907,260.46527,
74,53,89,62,90,72,93.87907,93.87907,93.87907,93.87907,260.76947,
75,53,88,62,90,73,93.87907,93.87907,93.87907,93.87907,263.8675,
75,53,90,62,90,72,93.87907,93.87907,93.87907,93.87907,263.8675,
74,54,90,62,89,72,93.87907,93.87907,93.87907,93.87907,263.55765,
74,54,90,63,90,72,93.87907,93.87907,93.87907,93.87907,262.3139,
74,53,90,62,90,72,93.87907,93.87907,93.87907,93.87907,262.3139,
74,57,88,62,89,71,93.87907,93.87907,93.87907,93.87907,260.46527,
75,54,90,62,90,71,93.87907,93.87907,93.87907,93.87907,261.07803,
74,52,86,63,91,71,93.87907,93.87907,93.87907,93.87907,263.55765,
76,53,89,62,89,71,93.87907,93.87907,93.87907,93.87907,297.64,
76,53,89,61,89,70,93.87907,93.87907,93.87907,93.87907,299.19272,
75,49,89,61,88,71,93.87907,93.87907,93.87907,93.87907,301.15536,
75,52,88,58,90,71,93.87907,93.87907,93.87907,93.87907,301.15536,
74,53,89,62,90,71,93.87907,93.87907,93.87907,93.87907,299.9767,
75,52,91,62,90,71,93.87907,93.87907,93.87907,93.87907,299.19272,
75,52,88,60,89,72,93.87907,93.87907,93.87907,93.87907,301.15536,
75,53,89,61,90,71,93.87907,93.87907,93.87907,93.87907,302.341,
74,52,88,60,86,72,93.87907,93.87907,93.87907,93.87907,301.54852,
76,51,91,61,91,71,93.87907,93.87907,93.87907,93.87907,301.9445,
75,53,89,63,92,71,93.87907,93.87907,93.87907,93.87907,302.341,
74,52,89,62,90,71,93.87907,93.87907,93.87907,93.87907,303.13553,
73,51,87,55,90,69,93.87907,93.87907,93.87907,93.87907,355.71786,
72,51,91,60,89,68,93.87907,93.87907,93.87907,93.87907,344.0326,
73,51,91,60,90,69,93.87907,93.87907,93.87907,93.87907,344.0326,
73,51,90,60,93,69,93.87907,93.87907,93.87907,93.87907,343.53424,
73,51,87,59,89,68,93.87907,93.87907,93.87907,93.87907,347.52008,
73,54,90,60,90,69,93.87907,93.87907,93.87907,93.87907,348.52905,
72,52,89,59,89,68,93.87907,93.87907,93.87907,93.87907,349.03464,
